solvent,SMILES,Property_0,Value_0,Property_2,Value_2,Property_3,Value_3,Property_4,Value_4,Property_5,Value_5,Property_6,Value_6,Property_7,Value_7,Property_8,Value_8,Property_9,Value_9,Property_10,Value_10,Property_11,Value_11,Property_1,Value_1
alkane,CCCC.CCC(C)C,ET30,-1.5027903144106818,beta,-1.4724423691852784,pi_star,-2.4648141522727727,SA,-0.5896346870860926,SB,-1.2373130465950202,SP,-1.6599463760898177,SdP,-1.5203850162022057,N_mol_cm3,-0.25722511451786295,n,-1.285251408990105,fn,-1.0961559047332747,delta,-1.413154544362549,alpha,
alkane,CCCCCCCC,ET30,-1.475068394114934,beta,-1.5067917246095073,pi_star,-2.131362237685238,SA,-0.5896346870860926,SB,-1.1497848684585623,SP,-0.8568304712084189,SdP,-1.5203850162022057,N_mol_cm3,-0.7615851375006417,n,-0.5725986931260999,fn,-0.4491399886559031,delta,-1.0820129374711334,alpha,
amine,CCCCN(CCCC)CCCC,ET30,-1.3364587926361975,beta,0.622868311692684,pi_star,-1.575609046706013,SA,-0.5896346870860926,SB,1.4592281336858535,SP,-0.4028953945363252,SdP,-1.343608828140853,N_mol_cm3,-1.155231984706713,n,-0.07050246149463746,fn,-0.004924136424152827,delta,-1.0199238861789928,alpha,
aromatic,CC1=CC=C(C=C1)C,ET30,-1.1978491911574607,beta,-1.0945994595187607,pi_star,-0.5752533029434083,SA,-0.5896346870860926,SB,-0.8771009288795977,SP,0.6330077291512762,SdP,-1.0047878010232603,N_mol_cm3,-0.3576870703152459,n,1.0114339344079923,fn,0.9191528522305913,delta,-0.5646041767032963,alpha,
aromatic,CC1=CC=CC=C1,ET30,-1.0869615099744716,beta,-1.1289488149429896,pi_star,-0.16770096289197642,SA,-0.5896346870860926,SB,-0.984827917355238,SP,0.6795651729125167,SdP,-0.6836443927118028,N_mol_cm3,-0.08295437486934189,n,0.9660833070348297,fn,0.8813472477853355,delta,-0.5232114758418694,alpha,
carboxylic_acid,CCCC(=O)O,ET30,1.754535320339631,beta,0.038929269480792845,pi_star,-0.09360053742807971,SA,2.0106582429010307,SB,0.14630546163898625,SP,-0.5658464477006657,SdP,-0.5392771724616979,N_mol_cm3,0.2163812485269413,n,-0.5725986931260999,fn,-0.4491399886559031,delta,0.9048367038773615,alpha,
ester,CC(=O)OC,ET30,-0.39391350258078806,beta,-0.06411879679189393,pi_star,0.05460031349971333,SA,-0.5896346870860926,SB,0.3583929702004033,SP,-0.9150272759099696,SdP,0.356388847049156,N_mol_cm3,0.5546715078446588,n,-1.1718748405571964,fn,-0.9919204524770705,delta,-0.2748552706733078,alpha,
ether,C1CCOC1,ET30,-0.6018279047988931,beta,0.3824228237230819,pi_star,-0.019500111964183393,SA,-0.5896346870860926,SB,0.5738469471516838,SP,-0.11191137102857202,SdP,0.3475500376460884,N_mol_cm3,0.5116163839314947,n,-0.4268288194266418,fn,-0.3192507333832761,delta,-0.35764067239616143,alpha,
ether,CC(C)OC(C)C,ET30,-1.059239589678724,beta,0.17632669117770836,pi_star,-1.1680567066545815,SA,-0.5896346870860926,SB,0.7960338608826923,SP,-1.1478144947161721,SdP,-0.5657936006709008,N_mol_cm3,-0.572962689881066,n,-1.0941309079174877,fn,-0.9206298840945887,delta,-1.2889764417782683,alpha,
ether,CCCCOCCCC,ET30,-1.2117101513053345,beta,0.07327862490502177,pi_star,-1.1680567066545815,SA,-0.5896346870860926,SB,0.7287044930854171,SP,-0.6007645305215961,SdP,-1.0047878010232603,N_mol_cm3,-0.8066905054096707,n,-0.5531627099661709,fn,-0.43158738659203494,delta,-1.0199238861789928,alpha,
ether,CCOC1=CC=CC=C1.CCOC1=CC=CC=C1,ET30,-0.7127155859818821,beta,-0.4763110618826406,pi_star,0.3880522280872482,SA,-0.5896346870860926,SB,-0.42262769624798974,SP,1.0054672792412003,SdP,0.45066948068187757,N_mol_cm3,-0.394591462240815,n,1.192836443900647,fn,1.0698351899481087,delta,-0.254158920242594,alpha,
halohydrocarbon,C1=CC=C(C=C1)Cl,ET30,-0.6849936656861354,beta,-1.2663462366399052,pi_star,0.46215265355114493,SA,-0.5896346870860926,SB,-0.8030386243025949,SP,1.2731725808683318,SdP,0.061761866946901514,N_mol_cm3,0.0031558729569862326,n,1.4681795386662886,fn,1.2958586965243868,delta,-0.2748552706733078,alpha,
halohydrocarbon,CC(Cl)(Cl)Cl,ET30,-0.7681594265733767,beta,-1.5067917246095073,pi_star,-0.35295202655171826,SA,-0.5896346870860926,SB,-1.1295860581193797,SP,0.15579393059856092,SdP,-0.04725011569093278,N_mol_cm3,0.040060264882555326,n,0.04287410693827121,fn,0.09418055522876694,delta,-0.7094786297182906,alpha,
misc_N_compound,CN1CCCC1=O,ET30,0.06349818229904368,beta,1.1381086430561174,pi_star,1.2402071209220602,SA,-0.48034041332130983,SB,0.6479092517286867,SP,1.0287460011218206,SdP,1.3050877229784157,N_mol_cm3,0.11181880473782863,n,0.5935602964695507,fn,0.5675607308897165,delta,0.42882064397095115,alpha,
monohydric_alcohol,CC(C)(C)O,ET30,0.2159687439256533,beta,1.6876983298437798,pi_star,-0.649353728407305,SA,0.07068488357613668,SB,1.7083467945357722,SP,-1.0663389681340012,SdP,0.6362844781462978,N_mol_cm3,0.16717539262618228,n,-0.7507618720921002,fn,-0.6090036874529834,delta,0.18046443880238947,alpha,
monohydric_alcohol,CC(C)O,ET30,0.9228777114672108,beta,1.3785541310257194,pi_star,-0.3900022392836666,SA,0.6991269577236375,SB,1.3784328923291231,SP,-1.0546996071936912,SdP,0.8602009830240115,N_mol_cm3,0.6428319996668518,n,-0.9127283984248294,fn,-0.7556354246942238,delta,0.6150877978473722,alpha,
monohydric_alcohol,CCCCO,ET30,1.103070193389569,beta,1.3785541310257194,pi_star,-0.427052452015615,SA,0.9632547859885295,SB,1.3077370561419843,SP,-0.5774858086409759,SdP,0.4094217034675619,N_mol_cm3,0.22253198051453627,n,-0.8317451352584667,fn,-0.6821845360577276,delta,0.5323023961245186,alpha,
monohydric_alcohol,CO,ET30,1.8931449218183678,beta,0.7602657333895997,pi_star,0.05460031349971333,SA,2.16549179740114,SB,0.41898940121795103,SP,-1.3456836307014444,SdP,1.1430428839221758,N_mol_cm3,3.0375169868371183,n,-1.6901677248219298,fn,-1.4725917089953182,delta,1.7740834219673276,alpha,
other,CS(=O)C,ET30,0.46546602658737996,beta,1.1037592876318885,pi_star,1.5366088227776467,SA,-0.26175186579174425,SB,0.7623691769840547,SP,1.2382544980474015,SdP,1.4258847848203402,N_mol_cm3,0.8683588392119967,n,0.7393301701690087,fn,0.6909690254002993,delta,1.2152819603380638,alpha,
